TREF TMECH 298.0 298.0
CH3O2      1.30E-12  1.30E-12 DATA, COPY
TT001D    8.32E-16  8.32E-16 SAR, SAR
TH700C    4.90E-16  4.90E-16 SAR, SAR
TH000x    7.18E-16  7.18E-16 SAR, SAR
TT000V    1.61E-15  1.61E-15 SAR, SAR
PU5000    3.36E-18  3.36E-18 SAR, SAR
TP0004    3.37E-16  3.37E-16 SAR, SAR
TH900E    5.63E-14  5.63E-14 SAR, SAR
TH900D    3.51E-16  3.51E-16 SAR, SAR
TH001b    4.51E-15  4.51E-15 SAR, SAR
TP0003    6.68E-16  6.68E-16 SAR, SAR
TT000R    5.95E-16  5.95E-16 SAR, SAR
HH0009    2.38E-14  2.38E-14 SAR, SAR
TT0016    5.95E-16  5.95E-16 SAR, SAR
GN7000    1.06E-16  1.06E-16 SAR, SAR
TT001Y    1.06E-14  1.06E-14 SAR, SAR
TA800C    3.07E-14  3.07E-14 SAR, SAR
PN0001    3.88E-16  3.88E-16 SAR, SAR
HN900Q    4.03E-16  4.03E-16 SAR, SAR
TN001i    1.90E-16  1.90E-16 SAR, SAR
TH000o    4.58E-16  4.58E-16 SAR, SAR
NK9006    1.01E-15  1.01E-15 SAR, SAR
TE000B    2.76E-14  2.76E-14 SAR, SAR
AH8005    9.77E-15  9.77E-15 SAR, SAR
AH5003    6.91E-15  6.91E-15 SAR, SAR
TH900A    7.47E-14  7.47E-14 SAR, SAR
TH6002    2.48E-16  2.48E-16 SAR, SAR
TA9003    3.49E-16  3.49E-16 SAR, SAR
AK8000    1.90E-16  1.90E-16 SAR, SAR
TP900P    2.60E-16  2.60E-16 SAR, SAR
TA800J    2.79E-16  2.79E-16 SAR, SAR
TH000O    7.18E-16  7.18E-16 SAR, SAR
TT000Y    8.32E-16  8.32E-16 SAR, SAR
HD9005    1.00E-13  1.00E-13 SAR, SAR
TT000c    1.48E-15  1.48E-15 SAR, SAR
TH000F    8.97E-14  8.97E-14 SAR, SAR
PD5000    1.32E-14  1.32E-14 SAR, SAR
PA900F    1.80E-16  1.80E-16 SAR, SAR
PA6005    1.05E-16  1.05E-16 SAR, SAR
KK6001    3.26E-16  3.26E-16 SAR, SAR
HD4003    9.92E-15  9.92E-15 SAR, SAR
AH5005    1.11E-16  1.11E-16 SAR, SAR
GH0000    3.88E-16  3.88E-16 SAR, SAR
PN7005    2.71E-16  2.71E-16 SAR, SAR
NK6004    8.98E-16  8.98E-16 SAR, SAR
HN600D    2.86E-16  2.86E-16 SAR, SAR
TH700B    4.21E-16  4.21E-16 SAR, SAR
TH000u    5.38E-16  5.38E-16 SAR, SAR
EP9000    6.13E-15  6.13E-15 SAR, SAR
EP0000    2.75E-14  2.75E-14 SAR, SAR
EH9001    2.72E-14  2.72E-14 SAR, SAR
EH8004    6.14E-15  6.14E-15 SAR, SAR
HH7003    4.72E-14  4.72E-14 SAR, SAR
TP9006    4.58E-16  4.58E-16 SAR, SAR
GH0001    2.79E-16  2.79E-16 SAR, SAR
HH000A    5.03E-14  5.03E-14 SAR, SAR
HD9002    5.62E-14  5.62E-14 SAR, SAR
HH7005    4.71E-14  4.71E-14 SAR, SAR
HD7007    7.41E-14  7.41E-14 SAR, SAR
HH5001    5.82E-14  5.82E-14 SAR, SAR
HH8003    4.55E-14  4.55E-14 SAR, SAR
HN9003    5.63E-14  5.63E-14 SAR, SAR
GH7001    2.71E-16  2.71E-16 SAR, SAR
GK7000    2.16E-17  2.16E-17 SAR, SAR
TG0002    4.74E-16  4.74E-16 SAR, SAR
TH8005    4.90E-14  4.90E-14 SAR, SAR
HH8004    6.99E-14  6.99E-14 SAR, SAR
HD4001    4.07E-14  4.07E-14 SAR, SAR
TH001h    8.23E-15  8.23E-15 SAR, SAR
TH001a    8.23E-15  8.23E-15 SAR, SAR
TT001e    4.85E-15  4.85E-15 SAR, SAR
TH0013    5.04E-14  5.04E-14 SAR, SAR
TP9009    4.98E-14  4.98E-14 SAR, SAR
GH7002    1.63E-16  1.63E-16 SAR, SAR
TA8009    3.49E-16  3.49E-16 SAR, SAR
AG7000    1.90E-16  1.90E-16 SAR, SAR
TG8000    5.36E-16  5.36E-16 SAR, SAR
PN0002    2.79E-16  2.79E-16 SAR, SAR
HN900T    2.94E-16  2.94E-16 SAR, SAR
PN7006    1.63E-16  1.63E-16 SAR, SAR
HN600E    1.77E-16  1.77E-16 SAR, SAR
PN4002    4.36E-17  4.36E-17 SAR, SAR
TH000L    8.81E-14  8.81E-14 SAR, SAR
TH000H    5.75E-14  5.75E-14 SAR, SAR
ND0004    8.93E-14  8.93E-14 SAR, SAR
HH7000    7.37E-14  7.37E-14 SAR, SAR
HO3000    1.63E-15  1.63E-15 SAR, SAR
EK4000    1.28E-18  1.28E-18 SAR, SAR
EH8005    8.04E-15  8.04E-15 SAR, SAR
EH7002    6.82E-15  6.82E-15 SAR, SAR
TT001W    1.48E-15  1.48E-15 SAR, SAR
TH8004    4.90E-14  4.90E-14 SAR, SAR
TP900I    3.36E-16  3.36E-16 SAR, SAR
PA9001    2.79E-16  2.79E-16 SAR, SAR
PA6002    2.10E-17  2.10E-17 SAR, SAR
PA6001    1.62E-16  1.62E-16 SAR, SAR
TH001w    5.38E-16  5.38E-16 SAR, SAR
TT001U    6.13E-15  6.13E-15 SAR, SAR
TH7000    4.90E-16  4.90E-16 SAR, SAR
TN001g    2.13E-16  2.13E-16 SAR, SAR
TH9018    3.86E-16  3.86E-16 SAR, SAR
TA800M    3.51E-16  3.51E-16 SAR, SAR
AH5009    1.77E-16  1.77E-16 SAR, SAR
AD4000    9.90E-15  9.90E-15 SAR, SAR
TH000R    2.30E-14  2.30E-14 SAR, SAR
TH001S    2.88E-15  2.88E-15 SAR, SAR
TP900L    8.72E-16  8.72E-16 SAR, SAR
TT0014    7.62E-16  7.62E-16 SAR, SAR
TP8005    5.36E-16  5.36E-16 SAR, SAR
TN7005    5.41E-14  5.41E-14 SAR, SAR
TH700H    5.51E-16  5.51E-16 SAR, SAR
TA000I    2.61E-16  2.61E-16 SAR, SAR
DD3002    3.87E-11  3.87E-11 SAR, SAR
TE000U    2.79E-16  2.79E-16 SAR, SAR
EH000B    1.87E-16  1.87E-16 SAR, SAR
ED5000    1.32E-14  1.32E-14 SAR, SAR
NK7001    9.76E-16  9.76E-16 SAR, SAR
HD7003    4.22E-14  4.22E-14 SAR, SAR
HD0008    6.76E-14  6.76E-14 SAR, SAR
TP0005    6.68E-16  6.68E-16 SAR, SAR
TT003L    3.58E-16  3.58E-16 SAR, SAR
TT0011    7.33E-15  7.33E-15 SAR, SAR
PD3001    4.81E-15  4.81E-15 SAR, SAR
PA9008    4.48E-14  4.48E-14 SAR, SAR
AH6000    4.00E-14  4.00E-14 SAR, SAR
AH3000    1.35E-14  1.35E-14 SAR, SAR
TG9005    4.58E-16  4.58E-16 SAR, SAR
HN900U    1.06E-15  1.06E-15 SAR, SAR
TT001c    6.00E-15  6.00E-15 SAR, SAR
HD6009    1.53E-14  1.53E-14 SAR, SAR
AN7000    2.04E-14  2.04E-14 SAR, SAR
AH000C    1.81E-16  1.81E-16 SAR, SAR
AD5003    1.32E-14  1.32E-14 SAR, SAR
TT000f    6.15E-16  6.15E-16 SAR, SAR
TP900W    6.64E-16  6.64E-16 SAR, SAR
TH800D    7.42E-16  7.42E-16 SAR, SAR
PK8001    5.04E-16  5.04E-16 SAR, SAR
HK7002    5.19E-16  5.19E-16 SAR, SAR
HD800A    2.17E-14  2.17E-14 SAR, SAR
TT001p    6.15E-16  6.15E-16 SAR, SAR
TT0019    1.61E-15  1.61E-15 SAR, SAR
TG9007    4.98E-14  4.98E-14 SAR, SAR
HH8005    7.02E-15  7.02E-15 SAR, SAR
HH000Q    3.50E-14  3.50E-14 SAR, SAR
PN000R    1.57E-15  1.57E-15 SAR, SAR
HN9018    1.59E-15  1.59E-15 SAR, SAR
HH700D    3.50E-14  3.50E-14 SAR, SAR
TH001s    5.58E-16  5.58E-16 SAR, SAR
TE9002    9.80E-14  9.80E-14 SAR, SAR
TE000F    9.80E-14  9.80E-14 SAR, SAR
TT003p    5.44E-15  5.44E-15 SAR, SAR
HD9006    1.02E-14  1.02E-14 SAR, SAR
TN001c    5.04E-16  5.04E-16 SAR, SAR
TN000B    2.39E-14  2.39E-14 SAR, SAR
GU5000    6.80E-15  6.80E-15 SAR, SAR
AD6000    4.01E-14  4.01E-14 SAR, SAR
TG0004    3.37E-16  3.37E-16 SAR, SAR
HK800A    9.90E-16  9.90E-16 SAR, SAR
TG0003    6.68E-16  6.68E-16 SAR, SAR
HN9002    4.03E-16  4.03E-16 SAR, SAR
HD9008    1.09E-14  1.09E-14 SAR, SAR
DD9005    5.55E-14  5.55E-14 SAR, SAR
TH001D    5.03E-14  5.03E-14 SAR, SAR
TT900N    4.58E-16  4.58E-16 SAR, SAR
TT003d    8.32E-16  8.32E-16 SAR, SAR
TE900C    5.86E-15  5.86E-15 SAR, SAR
TE000d    5.85E-15  5.85E-15 SAR, SAR
EH5000    9.66E-17  9.66E-17 SAR, SAR
EH0005    4.75E-14  4.75E-14 SAR, SAR
TP000N    5.73E-14  5.73E-14 SAR, SAR
ND0008    1.88E-14  1.88E-14 SAR, SAR
TP8000    4.73E-16  4.73E-16 SAR, SAR
TH0022    4.58E-16  4.58E-16 SAR, SAR
TT003P    1.37E-15  1.37E-15 SAR, SAR
HH000N    1.43E-14  1.43E-14 SAR, SAR
HN9008    2.94E-16  2.94E-16 SAR, SAR
GN0001    3.88E-16  3.88E-16 SAR, SAR
AN7003    1.06E-16  1.06E-16 SAR, SAR
TH000c    7.38E-16  7.38E-16 SAR, SAR
TT000q    1.50E-15  1.50E-15 SAR, SAR
TT000j    1.63E-15  1.63E-15 SAR, SAR
TD0009    8.97E-14  8.97E-14 SAR, SAR
PU7002    1.47E-16  1.47E-16 SAR, SAR
PH0007    1.57E-15  1.57E-15 SAR, SAR
HH900A    1.59E-15  1.59E-15 SAR, SAR
HK4001    1.70E-17  1.70E-17 SAR, SAR
TT900L    7.80E-16  7.80E-16 SAR, SAR
TT002p    8.32E-16  8.32E-16 SAR, SAR
TP9003    2.36E-14  2.36E-14 SAR, SAR
TN000L    7.18E-16  7.18E-16 SAR, SAR
TT001C    8.32E-16  8.32E-16 SAR, SAR
TT000U    1.61E-15  1.61E-15 SAR, SAR
HN000r    3.43E-16  3.43E-16 SAR, SAR
TE8001    9.79E-14  9.79E-14 SAR, SAR
EH8001    1.14E-13  1.14E-13 SAR, SAR
DD8002    7.41E-14  7.41E-14 SAR, SAR
TA900G    2.60E-16  2.60E-16 SAR, SAR
TH9006    4.89E-16  4.89E-16 SAR, SAR
ND6001    8.25E-15  8.25E-15 SAR, SAR
TH8007    4.60E-13  4.60E-13 SAR, SAR
TH900W    3.22E-14  3.22E-14 SAR, SAR
PH9001    1.84E-14  1.84E-14 SAR, SAR
PH6000    1.54E-14  1.54E-14 SAR, SAR
TH000k    1.02E-15  1.02E-15 SAR, SAR
TE800D    5.72E-15  5.72E-15 SAR, SAR
PN9005    9.96E-17  9.96E-17 SAR, SAR
PN000T    5.69E-14  5.69E-14 SAR, SAR
HN6004    3.60E-14  3.60E-14 SAR, SAR
EH7000    1.13E-13  1.13E-13 SAR, SAR
PK4000    3.25E-16  3.25E-16 SAR, SAR
PH700A    1.01E-15  1.01E-15 SAR, SAR
HH8000    2.48E-16  2.48E-16 SAR, SAR
GD5000    1.32E-14  1.32E-14 SAR, SAR
AG6005    1.05E-16  1.05E-16 SAR, SAR
TH0017    5.64E-14  5.64E-14 SAR, SAR
PD7000    5.39E-14  5.39E-14 SAR, SAR
HD6006    5.17E-14  5.17E-14 SAR, SAR
TT9004    1.02E-15  1.02E-15 SAR, SAR
TT001G    1.07E-15  1.07E-15 SAR, SAR
TP000H    7.82E-16  7.82E-16 SAR, SAR
TH900Z    5.67E-14  5.67E-14 SAR, SAR
TH900Y    7.97E-16  7.97E-16 SAR, SAR
HU6008    1.53E-16  1.53E-16 SAR, SAR
TE000D    1.16E-13  1.16E-13 SAR, SAR
HN901A    2.72E-16  2.72E-16 SAR, SAR
ND6007    3.59E-14  3.59E-14 SAR, SAR
AK7000    2.16E-17  2.16E-17 SAR, SAR
AH7002    1.63E-16  1.63E-16 SAR, SAR
AH0001    2.79E-16  2.79E-16 SAR, SAR
TH000i    5.37E-16  5.37E-16 SAR, SAR
TH001X    1.02E-15  1.02E-15 SAR, SAR
HN000p    5.04E-14  5.04E-14 SAR, SAR
AN6002    2.04E-16  2.04E-16 SAR, SAR
TH700D    5.51E-16  5.51E-16 SAR, SAR
TN000N    1.92E-13  1.92E-13 SAR, SAR
TH000z    2.40E-14  2.40E-14 SAR, SAR
TH000n    4.58E-16  4.58E-16 SAR, SAR
TE000Q    8.81E-16  8.81E-16 SAR, SAR
TN001f    7.61E-16  7.61E-16 SAR, SAR
TA7000    4.27E-16  4.27E-16 SAR, SAR
EH7003    1.75E-16  1.75E-16 SAR, SAR
EH0007    2.90E-16  2.90E-16 SAR, SAR
HD900K    1.05E-14  1.05E-14 SAR, SAR
TH000r    1.10E-15  1.10E-15 SAR, SAR
TH0021    1.02E-15  1.02E-15 SAR, SAR
TT000u    4.31E-15  4.31E-15 SAR, SAR
GN7002    2.71E-16  2.71E-16 SAR, SAR
AN8003    9.77E-15  9.77E-15 SAR, SAR
PH7005    3.13E-16  3.13E-16 SAR, SAR
HH600A    3.28E-16  3.28E-16 SAR, SAR
TH8002    2.30E-14  2.30E-14 SAR, SAR
TN900A    7.47E-14  7.47E-14 SAR, SAR
TT001K    1.48E-15  1.48E-15 SAR, SAR
TN000C    8.97E-14  8.97E-14 SAR, SAR
HH000F    3.55E-14  3.55E-14 SAR, SAR
HD5003    3.99E-14  3.99E-14 SAR, SAR
EH9000    1.11E-13  1.11E-13 SAR, SAR
EG9000    6.13E-15  6.13E-15 SAR, SAR
EG0000    2.75E-14  2.75E-14 SAR, SAR
NN900D    5.63E-14  5.63E-14 SAR, SAR
TH001v    4.25E-15  4.25E-15 SAR, SAR
PH2000    1.64E-17  1.64E-17 SAR, SAR
HH000C    1.88E-14  1.88E-14 SAR, SAR
EH0006    8.04E-14  8.04E-14 SAR, SAR
AH0000    3.88E-16  3.88E-16 SAR, SAR
NN000i    1.10E-16  1.10E-16 SAR, SAR
EH000A    4.55E-14  4.55E-14 SAR, SAR
HD5009    4.52E-13  4.52E-13 SAR, SAR
TA800F    8.87E-16  8.87E-16 SAR, SAR
PN6000    1.91E-14  1.91E-14 SAR, SAR
HN700A    1.70E-14  1.70E-14 SAR, SAR
TN7008    2.76E-16  2.76E-16 SAR, SAR
EH7004    1.12E-16  1.12E-16 SAR, SAR
TT000x    4.55E-15  4.55E-15 SAR, SAR
TH7008    4.21E-15  4.21E-15 SAR, SAR
TH000g    4.43E-15  4.43E-15 SAR, SAR
PD6000    1.54E-14  1.54E-14 SAR, SAR
DK4001    4.74E-15  4.74E-15 SAR, SAR
HN001U    1.16E-16  1.16E-16 SAR, SAR
PN9003    2.33E-14  2.33E-14 SAR, SAR
HD4000    2.15E-14  2.15E-14 SAR, SAR
PH8000    2.15E-14  2.15E-14 SAR, SAR
HN5003    5.82E-14  5.82E-14 SAR, SAR
HH700E    2.08E-14  2.08E-14 SAR, SAR
TP9007    4.58E-16  4.58E-16 SAR, SAR
ND900I    5.72E-14  5.72E-14 SAR, SAR
TT900M    1.02E-15  1.02E-15 SAR, SAR
TT002t    1.07E-15  1.07E-15 SAR, SAR
TH0031    2.27E-14  2.27E-14 SAR, SAR
HN8005    6.99E-14  6.99E-14 SAR, SAR
PH0004    6.84E-15  6.84E-15 SAR, SAR
HH9005    6.86E-15  6.86E-15 SAR, SAR
PA900E    1.80E-16  1.80E-16 SAR, SAR
ND9005    1.00E-13  1.00E-13 SAR, SAR
HH8001    1.79E-14  1.79E-14 SAR, SAR
AH700C    1.06E-16  1.06E-16 SAR, SAR
TG8001    4.73E-16  4.73E-16 SAR, SAR
TK7000    6.56E-17  6.56E-17 SAR, SAR
TH002v    1.15E-16  1.15E-16 SAR, SAR
PH000M    9.12E-17  9.12E-17 SAR, SAR
TP8006    2.79E-16  2.79E-16 SAR, SAR
TH700I    2.93E-16  2.93E-16 SAR, SAR
TD7000    5.38E-14  5.38E-14 SAR, SAR
PH700B    1.46E-15  1.46E-15 SAR, SAR
HH600C    1.47E-15  1.47E-15 SAR, SAR
PH000F    9.93E-16  9.93E-16 SAR, SAR
AH800I    1.86E-16  1.86E-16 SAR, SAR
TP0006    1.07E-14  1.07E-14 SAR, SAR
TT001w    8.52E-16  8.52E-16 SAR, SAR
TH7004    5.10E-16  5.10E-16 SAR, SAR
TH001z    7.38E-16  7.38E-16 SAR, SAR
TG9003    2.36E-14  2.36E-14 SAR, SAR
TH000w    8.81E-14  8.81E-14 SAR, SAR
TH000v    5.75E-14  5.75E-14 SAR, SAR
HN700C    7.37E-14  7.37E-14 SAR, SAR
HN000L    1.10E-13  1.10E-13 SAR, SAR
PH5000    1.69E-14  1.69E-14 SAR, SAR
KK6003    1.12E-15  1.12E-15 SAR, SAR
HK7003    1.29E-15  1.29E-15 SAR, SAR
AH7001    2.71E-16  2.71E-16 SAR, SAR
TN001k    4.38E-16  4.38E-16 SAR, SAR
HK900H    1.01E-15  1.01E-15 SAR, SAR
TN000D    5.38E-16  5.38E-16 SAR, SAR
PH000E    3.38E-16  3.38E-16 SAR, SAR
D02000    2.73E-15  2.73E-15 DATA, DATA
TN7003    4.90E-16  4.90E-16 SAR, SAR
TN7000    4.21E-16  4.21E-16 SAR, SAR
TH700W    3.19E-16  3.19E-16 SAR, SAR
TA0002    4.74E-16  4.74E-16 SAR, SAR
HN000F    5.04E-14  5.04E-14 SAR, SAR
GN0002    2.79E-16  2.79E-16 SAR, SAR
HN6003    2.86E-16  2.86E-16 SAR, SAR
TA000E    8.73E-16  8.73E-16 SAR, SAR
TH900K    1.04E-14  1.04E-14 SAR, SAR
TN7001    2.56E-16  2.56E-16 SAR, SAR
TH003c    4.53E-15  4.53E-15 SAR, SAR
PD0005    5.68E-14  5.68E-14 SAR, SAR
HD900M    5.62E-14  5.62E-14 SAR, SAR
GN7003    1.63E-16  1.63E-16 SAR, SAR
HD5008    4.33E-14  4.33E-14 SAR, SAR
HN700X    4.72E-14  4.72E-14 SAR, SAR
TA800A    3.49E-16  3.49E-16 SAR, SAR
AA7000    1.90E-16  1.90E-16 SAR, SAR
TH900C    3.51E-16  3.51E-16 SAR, SAR
TP000I    3.37E-16  3.37E-16 SAR, SAR
TN900O    5.63E-14  5.63E-14 SAR, SAR
TH900b    3.51E-16  3.51E-16 SAR, SAR
TA8004    5.36E-16  5.36E-16 SAR, SAR
TT0015    5.95E-16  5.95E-16 SAR, SAR
HN000I    2.38E-14  2.38E-14 SAR, SAR
TT003S    5.84E-16  5.84E-16 SAR, SAR
HN7009    2.05E-14  2.05E-14 SAR, SAR
DD5003    2.03E-13  2.03E-13 SAR, SAR
TT002u    1.06E-14  1.06E-14 SAR, SAR
GN4001    4.36E-17  4.36E-17 SAR, SAR
HN000g    2.37E-14  2.37E-14 SAR, SAR
GH9001    1.84E-14  1.84E-14 SAR, SAR
GH6000    1.54E-14  1.54E-14 SAR, SAR
HN000J    5.03E-14  5.03E-14 SAR, SAR
TA9009    3.36E-16  3.36E-16 SAR, SAR
AG6002    2.10E-17  2.10E-17 SAR, SAR
AG6001    1.62E-16  1.62E-16 SAR, SAR
ED9000    7.82E-13  7.82E-13 SAR, SAR
PH000G    2.94E-16  2.94E-16 SAR, SAR
HH900O    3.09E-16  3.09E-16 SAR, SAR
NK900H    1.07E-16  1.07E-16 SAR, SAR
PK7005    1.29E-15  1.29E-15 SAR, SAR
ND900G    5.62E-14  5.62E-14 SAR, SAR
HN000v    5.03E-14  5.03E-14 SAR, SAR
HN700I    3.24E-14  3.24E-14 SAR, SAR
TH001A    2.38E-14  2.38E-14 SAR, SAR
TT003Z    9.92E-16  9.92E-16 SAR, SAR
AH000A    4.55E-14  4.55E-14 SAR, SAR
AD3002    4.81E-15  4.81E-15 SAR, SAR
NN700F    7.09E-14  7.09E-14 SAR, SAR
ND7006    7.41E-14  7.41E-14 SAR, SAR
HN6006    1.77E-16  1.77E-16 SAR, SAR
TT002J    7.33E-15  7.33E-15 SAR, SAR
NN900C    4.03E-16  4.03E-16 SAR, SAR
TN6001    2.48E-16  2.48E-16 SAR, SAR
NN6006    3.60E-14  3.60E-14 SAR, SAR
HH700B    2.27E-14  2.27E-14 SAR, SAR
TH900d    2.22E-14  2.22E-14 SAR, SAR
TH6001    5.05E-16  5.05E-16 SAR, SAR
HH6000    1.91E-14  1.91E-14 SAR, SAR
HK3002    3.31E-16  3.31E-16 SAR, SAR
HH6009    1.03E-15  1.03E-15 SAR, SAR
TH0043    5.98E-16  5.98E-16 SAR, SAR
TG8005    5.36E-16  5.36E-16 SAR, SAR
HN700Y    4.71E-14  4.71E-14 SAR, SAR
HD900U    5.70E-14  5.70E-14 SAR, SAR
TA800B    3.07E-14  3.07E-14 SAR, SAR
TE000b    2.44E-14  2.44E-14 SAR, SAR
TH004A    1.09E-14  1.09E-14 SAR, SAR
TP9008    4.98E-14  4.98E-14 SAR, SAR
HD8006    4.81E-13  4.81E-13 SAR, SAR
TH003v    8.78E-14  8.78E-14 SAR, SAR
TH003u    5.73E-14  5.73E-14 SAR, SAR
HD700p    7.00E-14  7.00E-14 SAR, SAR
HD000y    1.06E-13  1.06E-13 SAR, SAR
DD0007    8.92E-14  8.92E-14 SAR, SAR
TH0012    5.04E-14  5.04E-14 SAR, SAR
TP000Q    2.53E-15  2.53E-15 SAR, SAR
TT000m    8.52E-16  8.52E-16 SAR, SAR
PH7007    6.93E-15  6.93E-15 SAR, SAR
HH6006    6.95E-15  6.95E-15 SAR, SAR
HH000I    1.87E-14  1.87E-14 SAR, SAR
PH8002    2.28E-14  2.28E-14 SAR, SAR
HN8006    6.99E-14  6.99E-14 SAR, SAR
TH000Z    8.81E-14  8.81E-14 SAR, SAR
TH000V    5.75E-14  5.75E-14 SAR, SAR
HH7001    7.37E-14  7.37E-14 SAR, SAR
HD000C    8.93E-14  8.93E-14 SAR, SAR
TH001d    4.53E-15  4.53E-15 SAR, SAR
TH001Z    4.53E-15  4.53E-15 SAR, SAR
TG0005    6.68E-16  6.68E-16 SAR, SAR
PH9003    2.33E-14  2.33E-14 SAR, SAR
HU700Y    1.36E-14  1.36E-14 SAR, SAR
TA8006    7.37E-14  7.37E-14 SAR, SAR
PK9001    9.03E-16  9.03E-16 SAR, SAR
TH901T    4.03E-16  4.03E-16 SAR, SAR
TH901Q    3.64E-16  3.64E-16 SAR, SAR
DK900G    2.19E-14  2.19E-14 SAR, SAR
TH002W    2.88E-15  2.88E-15 SAR, SAR
TP000F    5.75E-16  5.75E-16 SAR, SAR
TP900O    2.60E-16  2.60E-16 SAR, SAR
TH6000    5.05E-16  5.05E-16 SAR, SAR
HN600A    1.91E-14  1.91E-14 SAR, SAR
HN0003    1.10E-13  1.10E-13 SAR, SAR
AD7001    7.09E-14  7.09E-14 SAR, SAR
TH000K    8.81E-14  8.81E-14 SAR, SAR
PK9000    1.52E-17  1.52E-17 SAR, SAR
TH8008    4.90E-14  4.90E-14 SAR, SAR
PA9000    2.79E-16  2.79E-16 SAR, SAR
ND4001    4.07E-14  4.07E-14 SAR, SAR
DK5009    2.77E-14  2.77E-14 SAR, SAR
TG900A    6.64E-16  6.64E-16 SAR, SAR
GK8001    5.04E-16  5.04E-16 SAR, SAR
HN0009    3.43E-16  3.43E-16 SAR, SAR
HH900U    1.10E-16  1.10E-16 SAR, SAR
HN000u    2.38E-14  2.38E-14 SAR, SAR
TA0004    3.37E-16  3.37E-16 SAR, SAR
HK600B    1.30E-15  1.30E-15 SAR, SAR
TH900T    5.94E-16  5.94E-16 SAR, SAR
TH001I    6.53E-14  6.53E-14 SAR, SAR
TA9004    4.58E-16  4.58E-16 SAR, SAR
TE000J    3.47E-16  3.47E-16 SAR, SAR
TH001V    5.67E-15  5.67E-15 SAR, SAR
AN5002    6.91E-15  6.91E-15 SAR, SAR
TN8002    4.90E-14  4.90E-14 SAR, SAR
HN000i    5.15E-14  5.15E-14 SAR, SAR
AH800L    2.93E-16  2.93E-16 SAR, SAR
HK9008    3.08E-15  3.08E-15 SAR, SAR
NN6001    1.12E-16  1.12E-16 SAR, SAR
TT000b    1.48E-15  1.48E-15 SAR, SAR
GN000G    1.57E-15  1.57E-15 SAR, SAR
HN800G    9.96E-17  9.96E-17 SAR, SAR
TP900E    5.08E-16  5.08E-16 SAR, SAR
TA900Q    4.98E-14  4.98E-14 SAR, SAR
TP900K    8.72E-16  8.72E-16 SAR, SAR
NN6000    4.50E-14  4.50E-14 SAR, SAR
TN000A    2.30E-14  2.30E-14 SAR, SAR
TA800Z    2.79E-16  2.79E-16 SAR, SAR
TT002Y    1.48E-15  1.48E-15 SAR, SAR
PA6004    1.05E-16  1.05E-16 SAR, SAR
HN700B    6.70E-14  6.70E-14 SAR, SAR
HN000K    8.95E-14  8.95E-14 SAR, SAR
AH8003    9.83E-14  9.83E-14 SAR, SAR
TE000G    9.80E-14  9.80E-14 SAR, SAR
PH000C    4.95E-16  4.95E-16 SAR, SAR
HH000Y    2.24E-14  2.24E-14 SAR, SAR
DK500A    6.84E-15  6.84E-15 SAR, SAR
DK700B    9.96E-15  9.96E-15 SAR, SAR
TA000H    2.61E-16  2.61E-16 SAR, SAR
TT900I    4.73E-15  4.73E-15 SAR, SAR
HD500A    2.67E-14  2.67E-14 SAR, SAR
PK4001    7.95E-16  7.95E-16 SAR, SAR
HN9009    1.06E-15  1.06E-15 SAR, SAR
HH000J    4.31E-14  4.31E-14 SAR, SAR
EN0007    1.87E-16  1.87E-16 SAR, SAR
HD600H    5.24E-14  5.24E-14 SAR, SAR
HD900O    5.72E-14  5.72E-14 SAR, SAR
TH9005    6.01E-16  6.01E-16 SAR, SAR
TH9004    6.40E-16  6.40E-16 SAR, SAR
ND9002    2.20E-14  2.20E-14 SAR, SAR
TP8009    4.56E-16  4.56E-16 SAR, SAR
AU5000    6.80E-15  6.80E-15 SAR, SAR
TT003r    9.28E-14  9.28E-14 SAR, SAR
TE0011    9.27E-14  9.27E-14 SAR, SAR
TE000e    5.85E-15  5.85E-15 SAR, SAR
DK8008    9.61E-15  9.61E-15 SAR, SAR
ND0006    6.76E-14  6.76E-14 SAR, SAR
TT001h    1.55E-14  1.55E-14 SAR, SAR
TE000A    7.94E-13  7.94E-13 SAR, SAR
HN5002    5.82E-14  5.82E-14 SAR, SAR
PO2000    3.15E-16  3.15E-16 SAR, SAR
ND4002    9.92E-15  9.92E-15 SAR, SAR
AH800X    1.86E-16  1.86E-16 SAR, SAR
AH500C    1.11E-16  1.11E-16 SAR, SAR
AH5004    1.11E-16  1.11E-16 SAR, SAR
HH700H    5.05E-14  5.05E-14 SAR, SAR
TT002s    4.79E-15  4.79E-15 SAR, SAR
TG000R    5.73E-14  5.73E-14 SAR, SAR
TN000S    4.51E-15  4.51E-15 SAR, SAR
HN7006    4.72E-14  4.72E-14 SAR, SAR
TH001i    4.51E-15  4.51E-15 SAR, SAR
TA0003    6.68E-16  6.68E-16 SAR, SAR
TT0018    1.61E-15  1.61E-15 SAR, SAR
AN0007    1.81E-16  1.81E-16 SAR, SAR
TP000J    4.74E-16  4.74E-16 SAR, SAR
TN900R    5.64E-14  5.64E-14 SAR, SAR
TH901B    4.89E-16  4.89E-16 SAR, SAR
HH7008    3.24E-14  3.24E-14 SAR, SAR
HD000B    1.96E-14  1.96E-14 SAR, SAR
HD0009    1.88E-14  1.88E-14 SAR, SAR
DD0005    6.48E-14  6.48E-14 SAR, SAR
EN9000    2.72E-14  2.72E-14 SAR, SAR
